"All crash data available using this tool represents reportable data collected from Texas Peace Officer's Crash Reports (CR-3) received and processed by the Texas Department of Transportation (Department) as of 09/11/2026. The Department makes no warranty, representation or guaranty as to the content, accuracy, timeliness or completeness of any of the information provided as a result of your query. Any opinions and conclusions resulting from analysis performed on the crash data must be represented as your own and not those of the State of Texas or the Department. "

"Query Result Counts:"
"Your query returned a total of 4,694 Crashes containing 9,772 Units and 11,008 Persons"

"Filters Applied to current Query:"
"Crash Year Is In  2016 or 2017 or 2018 or 2019 or 2020 or 2021 or 2022 or 2023 or 2024 or 2025 or 2026"
""
"Person Injury Severity Is In K - FATAL INJURY or A - SUSPECTED SERIOUS INJURY"
"Person Type Is Equal To 3 - PEDALCYCLIST"


"Crash ID","At Intersection Flag","City","Crash Date","Crash Death Count","Crash Severity","Crash Year","Fatal Crash Flag","Intersecting Street Name","Intersecting Street Number","Intersection Related","Latitude","Longitude","Speed Limit","Street Name","Street Number","Contributing Factor 1","Contributing Factor 2","Contributing Factor 3","Driver Alcohol Result","Driver Drug Test Result","Possible Contributing Factor 1","Possible Contributing Factor 2","Unit Death Count","Unit Description","Vehicle Hit and Run Flag","Person Age","Person Death Count","Person Ethnicity","Person Gender","Person Helmet","Person Injury Severity","Person Number","Person Type"
"18483491","false","PLANO","2021-09-14","0","A - SUSPECTED SERIOUS INJURY","2021","0","N/A","NO DATA","NON INTERSECTION","33.0568442","-96.83804194","40","WINDHAVEN PKWY","NO DATA","No Data","No Data","No Data","No Data","No Data","No Data","No Data","0","3 - PEDALCYCLIST","No Data","56","0","W - WHITE","2 - FEMALE","2 - WORN, DAMAGED","A - SUSPECTED SERIOUS INJURY","1","3 - PEDALCYCLIST"
"18486245","false","VAN HORN","2021-09-14","1","K - FATAL INJURY","2021","1","N/A","NO DATA","NON INTERSECTION","31.03954512","-104.83462197","35","BI0010D","377","22 - FAILED TO CONTROL SPEED","No Data","No Data","No Data","97 - NOT APPLICABLE","48 - IMPAIRED VISIBILITY (EXPLAIN IN NARRATIVE)","No Data","0","1 - MOTOR VEHICLE","No","39","0","H - HISPANIC","2 - FEMALE","97 - NOT APPLICABLE","N - NOT INJURED","1","1 - DRIVER"
"18486245","false","VAN HORN","2021-09-14","1","K - FATAL INJURY","2021","1","N/A","NO DATA","NON INTERSECTION","31.03954512","-104.83462197","35","BI0010D","377","No Data","No Data","No Data","No Data","No Data","No Data","No Data","1","3 - PEDALCYCLIST","No Data","59","1","H - HISPANIC","1 - MALE","1 - NOT WORN","K - FATAL INJURY","1","3 - PEDALCYCLIST"
"18482024","false","JASPER","2021-09-17","0","A - SUSPECTED SERIOUS INJURY","2021","0","N/A","NO DATA","NON INTERSECTION","30.93919233","-93.99701655","55","US0096","2030","No Data","No Data","No Data","No Data","97 - NOT APPLICABLE","No Data","No Data","0","1 - MOTOR VEHICLE","No","No Data","0","No Data","1 - MALE","97 - NOT APPLICABLE","N - NOT INJURED","1","1 - DRIVER"
"18482024","false","JASPER","2021-09-17","0","A - SUSPECTED SERIOUS INJURY","2021","0","N/A","NO DATA","NON INTERSECTION","30.93919233","-93.99701655","55","US0096","2030","98 - OTHER (EXPLAIN IN NARRATIVE)","No Data","No Data","No Data","No Data","No Data","No Data","0","3 - PEDALCYCLIST","No Data","No Data","0","W - WHITE","1 - MALE","1 - NOT WORN","A - SUSPECTED SERIOUS INJURY","1","3 - PEDALCYCLIST"
"18482288","false","BOERNE","2021-09-17","0","A - SUSPECTED SERIOUS INJURY","2021","0","N/A","NO DATA","NON INTERSECTION","No Data","No Data","20","BENTWOOD","NO DATA","No Data","No Data","No Data","No Data","97 - NOT APPLICABLE","No Data","No Data","0","1 - MOTOR VEHICLE","No","24","0","H - HISPANIC","1 - MALE","97 - NOT APPLICABLE","N - NOT INJURED","1","1 - DRIVER"
"18482288","false","BOERNE","2021-09-17","0","A - SUSPECTED SERIOUS INJURY","2021","0","N/A","NO DATA","NON INTERSECTION","No Data","No Data","20","BENTWOOD","NO DATA","98 - OTHER (EXPLAIN IN NARRATIVE)","No Data","No Data","No Data","No Data","20 - DRIVER INATTENTION","No Data","0","3 - PEDALCYCLIST","No Data","11","0","H - HISPANIC","2 - FEMALE","1 - NOT WORN","A - SUSPECTED SERIOUS INJURY","1","3 - PEDALCYCLIST"
"18487208","false","LA PORTE","2021-09-17","0","A - SUSPECTED SERIOUS INJURY","2021","0","N/A","NO DATA","NON INTERSECTION","29.66678111","-95.08694264","45","UNDERWOOD RD","2602","No Data","No Data","No Data","No Data","97 - NOT APPLICABLE","No Data","No Data","0","1 - MOTOR VEHICLE","Yes","No Data","0","No Data","99 - UNKNOWN","97 - NOT APPLICABLE","N - NOT INJURED","1","1 - DRIVER"
"18487208","false","LA PORTE","2021-09-17","0","A - SUSPECTED SERIOUS INJURY","2021","0","N/A","NO DATA","NON INTERSECTION","29.66678111","-95.08694264","45","UNDERWOOD RD","2602","No Data","No Data","No Data","No Data","No Data","No Data","No Data","0","3 - PEDALCYCLIST","No Data","42","0","W - WHITE","2 - FEMALE","1 - NOT WORN","A - SUSPECTED SERIOUS INJURY","1","3 - PEDALCYCLIST"
"18482635","false","EULESS","2021-09-20","0","A - SUSPECTED SERIOUS INJURY","2021","0","N/A","NO DATA","NON INTERSECTION","32.86589144","-97.05291103","45","S AIRFIELD DR","2319","20 - DRIVER INATTENTION","22 - FAILED TO CONTROL SPEED","No Data","No Data","97 - NOT APPLICABLE","No Data","No Data","0","1 - MOTOR VEHICLE","No","48","0","H - HISPANIC","1 - MALE","97 - NOT APPLICABLE","N - NOT INJURED","1","1 - DRIVER"
"18482635","false","EULESS","2021-09-20","0","A - SUSPECTED SERIOUS INJURY","2021","0","N/A","NO DATA","NON INTERSECTION","32.86589144","-97.05291103","45","S AIRFIELD DR","2319","No Data","No Data","No Data","No Data","No Data","No Data","No Data","0","3 - PEDALCYCLIST","No Data","43","0","W - WHITE","1 - MALE","4 - WORN, UNK DAMAGE","A - SUSPECTED SERIOUS INJURY","1","3 - PEDALCYCLIST"
"18484745","false","OUTSIDE CITY LIMITS","2021-09-20","0","A - SUSPECTED SERIOUS INJURY","2021","0","N/A","NO DATA","DRIVEWAY ACCESS","29.32745013","-98.74325645","45","MACDONA LACOSTE RD","12600","No Data","No Data","No Data","No Data","97 - NOT APPLICABLE","No Data","No Data","0","1 - MOTOR VEHICLE","No","20","0","H - HISPANIC","1 - MALE","97 - NOT APPLICABLE","N - NOT INJURED","1","1 - DRIVER"
"18484745","false","OUTSIDE CITY LIMITS","2021-09-20","0","A - SUSPECTED SERIOUS INJURY","2021","0","N/A","NO DATA","DRIVEWAY ACCESS","29.32745013","-98.74325645","45","MACDONA LACOSTE RD","12600","No Data","No Data","No Data","No Data","97 - NOT APPLICABLE","No Data","No Data","0","1 - MOTOR VEHICLE","No","20","0","H - HISPANIC","1 - MALE","97 - NOT APPLICABLE","N - NOT INJURED","2","2 - PASSENGER/OCCUPANT"
"18484745","false","OUTSIDE CITY LIMITS","2021-09-20","0","A - SUSPECTED SERIOUS INJURY","2021","0","N/A","NO DATA","DRIVEWAY ACCESS","29.32745013","-98.74325645","45","MACDONA LACOSTE RD","12600","No Data","No Data","No Data","No Data","97 - NOT APPLICABLE","No Data","No Data","0","1 - MOTOR VEHICLE","No","18","0","H - HISPANIC","1 - MALE","97 - NOT APPLICABLE","N - NOT INJURED","3","2 - PASSENGER/OCCUPANT"
"18484745","false","OUTSIDE CITY LIMITS","2021-09-20","0","A - SUSPECTED SERIOUS INJURY","2021","0","N/A","NO DATA","DRIVEWAY ACCESS","29.32745013","-98.74325645","45","MACDONA LACOSTE RD","12600","No Data","No Data","No Data","No Data","No Data","20 - DRIVER INATTENTION","No Data","0","3 - PEDALCYCLIST","No Data","83","0","W - WHITE","2 - FEMALE","3 - WORN, NOT DAMAGED","A - SUSPECTED SERIOUS INJURY","1","3 - PEDALCYCLIST"
"18500761","true","GRAND PRAIRIE","2021-09-20","0","A - SUSPECTED SERIOUS INJURY","2021","0","IH0030","NO DATA","INTERSECTION","32.78537456","-97.05932247","40","SH0360","NO DATA","No Data","No Data","No Data","No Data","97 - NOT APPLICABLE","No Data","No Data","0","1 - MOTOR VEHICLE","No","31","0","H - HISPANIC","1 - MALE","97 - NOT APPLICABLE","N - NOT INJURED","1","1 - DRIVER"
"18500761","true","GRAND PRAIRIE","2021-09-20","0","A - SUSPECTED SERIOUS INJURY","2021","0","IH0030","NO DATA","INTERSECTION","32.78537456","-97.05932247","40","SH0360","NO DATA","15 - DISREGARD STOP AND GO SIGNAL","No Data","No Data","No Data","No Data","No Data","No Data","0","3 - PEDALCYCLIST","No Data","23","0","B - BLACK","1 - MALE","1 - NOT WORN","A - SUSPECTED SERIOUS INJURY","1","3 - PEDALCYCLIST"
"18512671","true","HOUSTON","2021-09-20","0","A - SUSPECTED SERIOUS INJURY","2021","0","NORTHCOURT RD","NO DATA","INTERSECTION","29.86206479","-95.50571305","35","HOLLISTER ST","NO DATA","No Data","No Data","No Data","No Data","97 - NOT APPLICABLE","No Data","No Data","0","1 - MOTOR VEHICLE","No","26","0","A - ASIAN","1 - MALE","97 - NOT APPLICABLE","N - NOT INJURED","1","1 - DRIVER"
"18512671","true","HOUSTON","2021-09-20","0","A - SUSPECTED SERIOUS INJURY","2021","0","NORTHCOURT RD","NO DATA","INTERSECTION","29.86206479","-95.50571305","35","HOLLISTER ST","NO DATA","35 - FAILED TO YIELD RIGHT OF WAY - STOP SIGN","No Data","No Data","No Data","No Data","No Data","No Data","0","3 - PEDALCYCLIST","No Data","16","0","B - BLACK","1 - MALE","4 - WORN, UNK DAMAGE","A - SUSPECTED SERIOUS INJURY","1","3 - PEDALCYCLIST"
"18489197","true","GALVESTON","2021-09-21","0","A - SUSPECTED SERIOUS INJURY","2021","0","43RD ST","NO DATA","INTERSECTION","29.28615488","-94.81219325","30","BERNARDO DE GALVEZ AVE","4299","No Data","No Data","No Data","No Data","97 - NOT APPLICABLE","No Data","No Data","0","1 - MOTOR VEHICLE","No","30","0","W - WHITE","1 - MALE","97 - NOT APPLICABLE","N - NOT INJURED","1","1 - DRIVER"
"18489197","true","GALVESTON","2021-09-21","0","A - SUSPECTED SERIOUS INJURY","2021","0","43RD ST","NO DATA","INTERSECTION","29.28615488","-94.81219325","30","BERNARDO DE GALVEZ AVE","4299","16 - DISREGARD STOP SIGN OR LIGHT","No Data","No Data","No Data","No Data","No Data","No Data","0","3 - PEDALCYCLIST","No Data","26","0","A - ASIAN","1 - MALE","1 - NOT WORN","A - SUSPECTED SERIOUS INJURY","1","3 - PEDALCYCLIST"
"18511204","true","FORT WORTH","2021-09-21","0","A - SUSPECTED SERIOUS INJURY","2021","0","US0287","NO DATA","INTERSECTION RELATED","32.74419147","-97.29022359","-1","SH0180","NO DATA","No Data","No Data","No Data","No Data","97 - NOT APPLICABLE","No Data","No Data","0","1 - MOTOR VEHICLE","No","42","0","B - BLACK","1 - MALE","97 - NOT APPLICABLE","N - NOT INJURED","1","1 - DRIVER"
"18511204","true","FORT WORTH","2021-09-21","0","A - SUSPECTED SERIOUS INJURY","2021","0","US0287","NO DATA","INTERSECTION RELATED","32.74419147","-97.29022359","-1","SH0180","NO DATA","98 - OTHER (EXPLAIN IN NARRATIVE)","No Data","No Data","No Data","No Data","No Data","No Data","0","3 - PEDALCYCLIST","No Data","31","0","W - WHITE","1 - MALE","1 - NOT WORN","A - SUSPECTED SERIOUS INJURY","1","3 - PEDALCYCLIST"
"18488639","false","AUSTIN","2021-09-22","0","A - SUSPECTED SERIOUS INJURY","2021","0","N/A","NO DATA","NON INTERSECTION","No Data","No Data","65","US0290","NO DATA","20 - DRIVER INATTENTION","No Data","No Data","No Data","97 - NOT APPLICABLE","No Data","No Data","0","1 - MOTOR VEHICLE","No","48","0","W - WHITE","2 - FEMALE","97 - NOT APPLICABLE","N - NOT INJURED","1","1 - DRIVER"
"18488639","false","AUSTIN","2021-09-22","0","A - SUSPECTED SERIOUS INJURY","2021","0","N/A","NO DATA","NON INTERSECTION","No Data","No Data","65","US0290","NO DATA","No Data","No Data","No Data","No Data","No Data","No Data","No Data","0","3 - PEDALCYCLIST","No Data","59","0","99 - UNKNOWN","1 - MALE","4 - WORN, UNK DAMAGE","A - SUSPECTED SERIOUS INJURY","1","3 - PEDALCYCLIST"
"18495612","false","LEAGUE CITY","2021-09-24","0","A - SUSPECTED SERIOUS INJURY","2021","0","N/A","NO DATA","NON INTERSECTION","29.52631407","-95.06211318","20","BAY HILL DR","2103","No Data","No Data","No Data","No Data","97 - NOT APPLICABLE","No Data","No Data","0","1 - MOTOR VEHICLE","No","58","0","B - BLACK","1 - MALE","97 - NOT APPLICABLE","N - NOT INJURED","1","1 - DRIVER"
"18495612","false","LEAGUE CITY","2021-09-24","0","A - SUSPECTED SERIOUS INJURY","2021","0","N/A","NO DATA","NON INTERSECTION","29.52631407","-95.06211318","20","BAY HILL DR","2103","No Data","No Data","No Data","No Data","97 - NOT APPLICABLE","No Data","No Data","0","1 - MOTOR VEHICLE","No","11","0","B - BLACK","1 - MALE","97 - NOT APPLICABLE","N - NOT INJURED","2","2 - PASSENGER/OCCUPANT"
"18495612","false","LEAGUE CITY","2021-09-24","0","A - SUSPECTED SERIOUS INJURY","2021","0","N/A","NO DATA","NON INTERSECTION","29.52631407","-95.06211318","20","BAY HILL DR","2103","No Data","No Data","No Data","No Data","No Data","No Data","No Data","0","3 - PEDALCYCLIST","No Data","5","0","W - WHITE","1 - MALE","3 - WORN, NOT DAMAGED","A - SUSPECTED SERIOUS INJURY","1","3 - PEDALCYCLIST"
"18492784","false","LUFKIN","2021-09-25","0","A - SUSPECTED SERIOUS INJURY","2021","0","SL0036","NO DATA","INTERSECTION RELATED","31.36623509","-94.75725168","50","SH0103","NO DATA","No Data","No Data","No Data","No Data","97 - NOT APPLICABLE","No Data","No Data","0","1 - MOTOR VEHICLE","No","32","0","B - BLACK","2 - FEMALE","97 - NOT APPLICABLE","N - NOT INJURED","1","1 - DRIVER"
"18492784","false","LUFKIN","2021-09-25","0","A - SUSPECTED SERIOUS INJURY","2021","0","SL0036","NO DATA","INTERSECTION RELATED","31.36623509","-94.75725168","50","SH0103","NO DATA","21 - DROVE WITHOUT HEADLIGHTS","No Data","No Data","No Data","No Data","No Data","No Data","0","3 - PEDALCYCLIST","No Data","74","0","H - HISPANIC","1 - MALE","1 - NOT WORN","A - SUSPECTED SERIOUS INJURY","1","3 - PEDALCYCLIST"
"18497292","false","OUTSIDE CITY LIMITS","2021-09-25","0","A - SUSPECTED SERIOUS INJURY","2021","0","N/A","NO DATA","NON INTERSECTION","30.06190762","-95.94872465","55","BU0290H","NO DATA","20 - DRIVER INATTENTION","22 - FAILED TO CONTROL SPEED","No Data","No Data","97 - NOT APPLICABLE","74 - CELL/MOBILE DEVICE USE - TALKING","No Data","0","1 - MOTOR VEHICLE","No","16","0","W - WHITE","1 - MALE","97 - NOT APPLICABLE","N - NOT INJURED","1","1 - DRIVER"
"18497292","false","OUTSIDE CITY LIMITS","2021-09-25","0","A - SUSPECTED SERIOUS INJURY","2021","0","N/A","NO DATA","NON INTERSECTION","30.06190762","-95.94872465","55","BU0290H","NO DATA","20 - DRIVER INATTENTION","22 - FAILED TO CONTROL SPEED","No Data","No Data","97 - NOT APPLICABLE","74 - CELL/MOBILE DEVICE USE - TALKING","No Data","0","1 - MOTOR VEHICLE","No","17","0","W - WHITE","1 - MALE","97 - NOT APPLICABLE","N - NOT INJURED","2","2 - PASSENGER/OCCUPANT"
"18497292","false","OUTSIDE CITY LIMITS","2021-09-25","0","A - SUSPECTED SERIOUS INJURY","2021","0","N/A","NO DATA","NON INTERSECTION","30.06190762","-95.94872465","55","BU0290H","NO DATA","No Data","No Data","No Data","No Data","No Data","No Data","No Data","0","3 - PEDALCYCLIST","No Data","45","0","W - WHITE","1 - MALE","99 - UNKNOWN IF WORN","A - SUSPECTED SERIOUS INJURY","1","3 - PEDALCYCLIST"
"18497292","false","OUTSIDE CITY LIMITS","2021-09-25","0","A - SUSPECTED SERIOUS INJURY","2021","0","N/A","NO DATA","NON INTERSECTION","30.06190762","-95.94872465","55","BU0290H","NO DATA","No Data","No Data","No Data","No Data","No Data","No Data","No Data","0","3 - PEDALCYCLIST","No Data","53","0","W - WHITE","1 - MALE","99 - UNKNOWN IF WORN","A - SUSPECTED SERIOUS INJURY","1","3 - PEDALCYCLIST"
"18497292","false","OUTSIDE CITY LIMITS","2021-09-25","0","A - SUSPECTED SERIOUS INJURY","2021","0","N/A","NO DATA","NON INTERSECTION","30.06190762","-95.94872465","55","BU0290H","NO DATA","No Data","No Data","No Data","No Data","No Data","No Data","No Data","0","3 - PEDALCYCLIST","No Data","49","0","W - WHITE","1 - MALE","99 - UNKNOWN IF WORN","A - SUSPECTED SERIOUS INJURY","1","3 - PEDALCYCLIST"
"18497292","false","OUTSIDE CITY LIMITS","2021-09-25","0","A - SUSPECTED SERIOUS INJURY","2021","0","N/A","NO DATA","NON INTERSECTION","30.06190762","-95.94872465","55","BU0290H","NO DATA","No Data","No Data","No Data","No Data","No Data","No Data","No Data","0","3 - PEDALCYCLIST","No Data","42","0","W - WHITE","1 - MALE","99 - UNKNOWN IF WORN","A - SUSPECTED SERIOUS INJURY","1","3 - PEDALCYCLIST"
"18497292","false","OUTSIDE CITY LIMITS","2021-09-25","0","A - SUSPECTED SERIOUS INJURY","2021","0","N/A","NO DATA","NON INTERSECTION","30.06190762","-95.94872465","55","BU0290H","NO DATA","No Data","No Data","No Data","No Data","No Data","No Data","No Data","0","3 - PEDALCYCLIST","No Data","45","0","W - WHITE","1 - MALE","99 - UNKNOWN IF WORN","A - SUSPECTED SERIOUS INJURY","1","3 - PEDALCYCLIST"
"18497292","false","OUTSIDE CITY LIMITS","2021-09-25","0","A - SUSPECTED SERIOUS INJURY","2021","0","N/A","NO DATA","NON INTERSECTION","30.06190762","-95.94872465","55","BU0290H","NO DATA","No Data","No Data","No Data","No Data","No Data","No Data","No Data","0","3 - PEDALCYCLIST","No Data","42","0","W - WHITE","2 - FEMALE","99 - UNKNOWN IF WORN","A - SUSPECTED SERIOUS INJURY","1","3 - PEDALCYCLIST"
"18506100","true","OUTSIDE CITY LIMITS","2021-09-25","0","A - SUSPECTED SERIOUS INJURY","2021","0","ROYAL PINE DR","NO DATA","INTERSECTION RELATED","29.87952478","-95.34367309","35","HOPPER RD","2798","35 - FAILED TO YIELD RIGHT OF WAY - STOP SIGN","No Data","No Data","No Data","97 - NOT APPLICABLE","No Data","No Data","0","1 - MOTOR VEHICLE","No","42","0","H - HISPANIC","1 - MALE","97 - NOT APPLICABLE","N - NOT INJURED","1","1 - DRIVER"
"18506100","true","OUTSIDE CITY LIMITS","2021-09-25","0","A - SUSPECTED SERIOUS INJURY","2021","0","ROYAL PINE DR","NO DATA","INTERSECTION RELATED","29.87952478","-95.34367309","35","HOPPER RD","2798","98 - OTHER (EXPLAIN IN NARRATIVE)","No Data","No Data","No Data","No Data","No Data","No Data","0","3 - PEDALCYCLIST","No Data","53","0","H - HISPANIC","1 - MALE","1 - NOT WORN","A - SUSPECTED SERIOUS INJURY","1","3 - PEDALCYCLIST"
"18500517","true","HARLINGEN","2021-09-26","0","A - SUSPECTED SERIOUS INJURY","2021","0","IH0069E","NO DATA","INTERSECTION","26.19013544","-97.69992682","35","SS0206","NO DATA","No Data","No Data","No Data","No Data","97 - NOT APPLICABLE","No Data","No Data","0","1 - MOTOR VEHICLE","No","63","0","H - HISPANIC","1 - MALE","97 - NOT APPLICABLE","N - NOT INJURED","1","1 - DRIVER"
"18500517","true","HARLINGEN","2021-09-26","0","A - SUSPECTED SERIOUS INJURY","2021","0","IH0069E","NO DATA","INTERSECTION","26.19013544","-97.69992682","35","SS0206","NO DATA","71 - WRONG WAY - ONE WAY ROAD","No Data","No Data","No Data","No Data","No Data","No Data","0","3 - PEDALCYCLIST","No Data","52","0","H - HISPANIC","2 - FEMALE","1 - NOT WORN","A - SUSPECTED SERIOUS INJURY","1","3 - PEDALCYCLIST"
"18497182","false","AUSTIN","2021-09-27","0","A - SUSPECTED SERIOUS INJURY","2021","0","N/A","NO DATA","NON INTERSECTION","30.22288605","-97.76378879","-1","US0290","NO DATA","No Data","No Data","No Data","No Data","97 - NOT APPLICABLE","No Data","No Data","0","1 - MOTOR VEHICLE","No","53","0","W - WHITE","1 - MALE","97 - NOT APPLICABLE","N - NOT INJURED","1","1 - DRIVER"
"18497182","false","AUSTIN","2021-09-27","0","A - SUSPECTED SERIOUS INJURY","2021","0","N/A","NO DATA","NON INTERSECTION","30.22288605","-97.76378879","-1","US0290","NO DATA","No Data","No Data","No Data","No Data","No Data","No Data","No Data","0","3 - PEDALCYCLIST","No Data","63","0","W - WHITE","1 - MALE","1 - NOT WORN","A - SUSPECTED SERIOUS INJURY","1","3 - PEDALCYCLIST"
"18501063","false","CONROE","2021-09-27","0","A - SUSPECTED SERIOUS INJURY","2021","0","N/A","NO DATA","NON INTERSECTION","30.37919349","-95.53892825","45","LEAGUE LINE RD","12057","No Data","No Data","No Data","No Data","97 - NOT APPLICABLE","22 - FAILED TO CONTROL SPEED","No Data","0","1 - MOTOR VEHICLE","Yes","No Data","0","99 - UNKNOWN","99 - UNKNOWN","97 - NOT APPLICABLE","99 - UNKNOWN","1","1 - DRIVER"
"18501063","false","CONROE","2021-09-27","0","A - SUSPECTED SERIOUS INJURY","2021","0","N/A","NO DATA","NON INTERSECTION","30.37919349","-95.53892825","45","LEAGUE LINE RD","12057","No Data","No Data","No Data","No Data","No Data","No Data","No Data","0","3 - PEDALCYCLIST","No Data","50","0","W - WHITE","1 - MALE","1 - NOT WORN","A - SUSPECTED SERIOUS INJURY","1","3 - PEDALCYCLIST"
"18509833","true","FORT WORTH","2021-09-27","0","A - SUSPECTED SERIOUS INJURY","2021","0","W MAGNOLIA AVE","NO DATA","INTERSECTION","32.73066429","-97.34278243","30","HURLEY AVE","1301","35 - FAILED TO YIELD RIGHT OF WAY - STOP SIGN","No Data","No Data","No Data","97 - NOT APPLICABLE","No Data","No Data","0","1 - MOTOR VEHICLE","Yes","1","0","H - HISPANIC","1 - MALE","97 - NOT APPLICABLE","99 - UNKNOWN","1","1 - DRIVER"
"18509833","true","FORT WORTH","2021-09-27","0","A - SUSPECTED SERIOUS INJURY","2021","0","W MAGNOLIA AVE","NO DATA","INTERSECTION","32.73066429","-97.34278243","30","HURLEY AVE","1301","No Data","No Data","No Data","No Data","No Data","No Data","No Data","0","3 - PEDALCYCLIST","No Data","40","0","W - WHITE","1 - MALE","99 - UNKNOWN IF WORN","A - SUSPECTED SERIOUS INJURY","1","3 - PEDALCYCLIST"
"18526790","false","TYLER","2021-09-27","0","A - SUSPECTED SERIOUS INJURY","2021","0","US0069","NO DATA","INTERSECTION RELATED","32.30296678","-95.30069038","50","SL0323","NO DATA","No Data","No Data","No Data","No Data","97 - NOT APPLICABLE","No Data","No Data","0","1 - MOTOR VEHICLE","No","41","0","W - WHITE","2 - FEMALE","97 - NOT APPLICABLE","N - NOT INJURED","1","1 - DRIVER"
"18526790","false","TYLER","2021-09-27","0","A - SUSPECTED SERIOUS INJURY","2021","0","US0069","NO DATA","INTERSECTION RELATED","32.30296678","-95.30069038","50","SL0323","NO DATA","15 - DISREGARD STOP AND GO SIGNAL","20 - DRIVER INATTENTION","No Data","No Data","No Data","No Data","No Data","0","3 - PEDALCYCLIST","No Data","34","0","B - BLACK","1 - MALE","1 - NOT WORN","A - SUSPECTED SERIOUS INJURY","1","3 - PEDALCYCLIST"
"18502538","false","PASADENA","2021-09-28","0","A - SUSPECTED SERIOUS INJURY","2021","0","IH0610","NO DATA","INTERSECTION","29.71077428","-95.21523793","40","SH0225","NO DATA","No Data","No Data","No Data","No Data","97 - NOT APPLICABLE","No Data","No Data","0","1 - MOTOR VEHICLE","No","49","0","W - WHITE","2 - FEMALE","97 - NOT APPLICABLE","N - NOT INJURED","1","1 - DRIVER"
"18502538","false","PASADENA","2021-09-28","0","A - SUSPECTED SERIOUS INJURY","2021","0","IH0610","NO DATA","INTERSECTION","29.71077428","-95.21523793","40","SH0225","NO DATA","71 - WRONG WAY - ONE WAY ROAD","No Data","No Data","No Data","No Data","No Data","No Data","0","3 - PEDALCYCLIST","No Data","56","0","H - HISPANIC","1 - MALE","1 - NOT WORN","A - SUSPECTED SERIOUS INJURY","1","3 - PEDALCYCLIST"
"18500916","false","GRAPEVINE","2021-09-29","0","A - SUSPECTED SERIOUS INJURY","2021","0","N/A","NO DATA","NON INTERSECTION","32.88277795","-97.07677905","45","SH0360","NO DATA","20 - DRIVER INATTENTION","40 - FATIGUED OR ASLEEP","No Data","No Data","97 - NOT APPLICABLE","No Data","No Data","0","1 - MOTOR VEHICLE","No","54","0","W - WHITE","1 - MALE","97 - NOT APPLICABLE","N - NOT INJURED","1","1 - DRIVER"
"18500916","false","GRAPEVINE","2021-09-29","0","A - SUSPECTED SERIOUS INJURY","2021","0","N/A","NO DATA","NON INTERSECTION","32.88277795","-97.07677905","45","SH0360","NO DATA","No Data","No Data","No Data","No Data","No Data","No Data","No Data","0","3 - PEDALCYCLIST","No Data","57","0","W - WHITE","1 - MALE","4 - WORN, UNK DAMAGE","A - SUSPECTED SERIOUS INJURY","1","3 - PEDALCYCLIST"
"18500916","false","GRAPEVINE","2021-09-29","0","A - SUSPECTED SERIOUS INJURY","2021","0","N/A","NO DATA","NON INTERSECTION","32.88277795","-97.07677905","45","SH0360","NO DATA","No Data","No Data","No Data","No Data","No Data","No Data","No Data","0","3 - PEDALCYCLIST","No Data","56","0","W - WHITE","1 - MALE","4 - WORN, UNK DAMAGE","A - SUSPECTED SERIOUS INJURY","1","3 - PEDALCYCLIST"
"18503559","true","SAN ANTONIO","2021-09-29","0","A - SUSPECTED SERIOUS INJURY","2021","0","BELLINGER ST","NO DATA","INTERSECTION","29.41343497","-98.43346233","35","MARTIN LUTHER KING DR","3080","No Data","No Data","No Data","No Data","97 - NOT APPLICABLE","No Data","No Data","0","1 - MOTOR VEHICLE","Yes","No Data","0","99 - UNKNOWN","99 - UNKNOWN","97 - NOT APPLICABLE","99 - UNKNOWN","1","1 - DRIVER"
"18503559","true","SAN ANTONIO","2021-09-29","0","A - SUSPECTED SERIOUS INJURY","2021","0","BELLINGER ST","NO DATA","INTERSECTION","29.41343497","-98.43346233","35","MARTIN LUTHER KING DR","3080","No Data","No Data","No Data","No Data","No Data","21 - DROVE WITHOUT HEADLIGHTS","No Data","0","3 - PEDALCYCLIST","No Data","57","0","B - BLACK","1 - MALE","1 - NOT WORN","A - SUSPECTED SERIOUS INJURY","1","3 - PEDALCYCLIST"
"18514107","true","AUSTIN","2021-09-30","0","A - SUSPECTED SERIOUS INJURY","2021","0","E 17TH ST","NO DATA","INTERSECTION RELATED","30.27689478","-97.73568246","30","TRINITY ST","1600","33 - FAILED TO YIELD RIGHT OF WAY - OPEN INTERSECTION","20 - DRIVER INATTENTION","No Data","No Data","97 - NOT APPLICABLE","No Data","No Data","0","1 - MOTOR VEHICLE","No","52","0","A - ASIAN","2 - FEMALE","97 - NOT APPLICABLE","N - NOT INJURED","1","1 - DRIVER"
"18514107","true","AUSTIN","2021-09-30","0","A - SUSPECTED SERIOUS INJURY","2021","0","E 17TH ST","NO DATA","INTERSECTION RELATED","30.27689478","-97.73568246","30","TRINITY ST","1600","No Data","No Data","No Data","No Data","No Data","No Data","No Data","0","3 - PEDALCYCLIST","No Data","34","0","W - WHITE","2 - FEMALE","1 - NOT WORN","A - SUSPECTED SERIOUS INJURY","1","3 - PEDALCYCLIST"
