"All crash data available using this tool represents reportable data collected from Texas Peace Officer's Crash Reports (CR-3) received and processed by the Texas Department of Transportation (Department) as of 09/11/2026. The Department makes no warranty, representation or guaranty as to the content, accuracy, timeliness or completeness of any of the information provided as a result of your query. Any opinions and conclusions resulting from analysis performed on the crash data must be represented as your own and not those of the State of Texas or the Department. "

"Query Result Counts:"
"Your query returned a total of 4,694 Crashes containing 9,772 Units and 11,008 Persons"

"Filters Applied to current Query:"
"Crash Year Is In  2016 or 2017 or 2018 or 2019 or 2020 or 2021 or 2022 or 2023 or 2024 or 2025 or 2026"
""
"Person Injury Severity Is In K - FATAL INJURY or A - SUSPECTED SERIOUS INJURY"
"Person Type Is Equal To 3 - PEDALCYCLIST"


"Crash ID","At Intersection Flag","City","Crash Date","Crash Death Count","Crash Severity","Crash Year","Fatal Crash Flag","Intersecting Street Name","Intersecting Street Number","Intersection Related","Latitude","Longitude","Speed Limit","Street Name","Street Number","Contributing Factor 1","Contributing Factor 2","Contributing Factor 3","Driver Alcohol Result","Driver Drug Test Result","Possible Contributing Factor 1","Possible Contributing Factor 2","Unit Death Count","Unit Description","Vehicle Hit and Run Flag","Person Age","Person Death Count","Person Ethnicity","Person Gender","Person Helmet","Person Injury Severity","Person Number","Person Type"
"14875231","false","HOUSTON","2016-01-03","0","A - SUSPECTED SERIOUS INJURY","2016","0","N/A","NO DATA","NON INTERSECTION","29.81489477","-95.33518354","40","IH0069","NO DATA","No Data","No Data","No Data","No Data","97 - NOT APPLICABLE","No Data","No Data","0","1 - MOTOR VEHICLE","No","23","0","B - BLACK","1 - MALE","97 - NOT APPLICABLE","N - NOT INJURED","1","1 - DRIVER"
"14875231","false","HOUSTON","2016-01-03","0","A - SUSPECTED SERIOUS INJURY","2016","0","N/A","NO DATA","NON INTERSECTION","29.81489477","-95.33518354","40","IH0069","NO DATA","No Data","No Data","No Data","No Data","No Data","20 - DRIVER INATTENTION","No Data","0","3 - PEDALCYCLIST","No Data","39","0","B - BLACK","1 - MALE","1 - NOT WORN","A - SUSPECTED SERIOUS INJURY","1","3 - PEDALCYCLIST"
"14842864","true","HOUSTON","2016-01-04","0","A - SUSPECTED SERIOUS INJURY","2016","0","GENTRY ST","NO DATA","INTERSECTION","29.7819048","-95.36072309","35","QUITMAN ST","998","No Data","No Data","No Data","No Data","97 - NOT APPLICABLE","No Data","No Data","0","1 - MOTOR VEHICLE","No","46","0","H - HISPANIC","1 - MALE","97 - NOT APPLICABLE","N - NOT INJURED","1","1 - DRIVER"
"14842864","true","HOUSTON","2016-01-04","0","A - SUSPECTED SERIOUS INJURY","2016","0","GENTRY ST","NO DATA","INTERSECTION","29.7819048","-95.36072309","35","QUITMAN ST","998","No Data","No Data","No Data","No Data","97 - NOT APPLICABLE","No Data","No Data","0","1 - MOTOR VEHICLE","No","41","0","W - WHITE","2 - FEMALE","97 - NOT APPLICABLE","N - NOT INJURED","2","2 - PASSENGER/OCCUPANT"
"14842864","true","HOUSTON","2016-01-04","0","A - SUSPECTED SERIOUS INJURY","2016","0","GENTRY ST","NO DATA","INTERSECTION","29.7819048","-95.36072309","35","QUITMAN ST","998","No Data","No Data","No Data","No Data","97 - NOT APPLICABLE","No Data","No Data","0","1 - MOTOR VEHICLE","No","75","0","W - WHITE","2 - FEMALE","97 - NOT APPLICABLE","N - NOT INJURED","3","2 - PASSENGER/OCCUPANT"
"14842864","true","HOUSTON","2016-01-04","0","A - SUSPECTED SERIOUS INJURY","2016","0","GENTRY ST","NO DATA","INTERSECTION","29.7819048","-95.36072309","35","QUITMAN ST","998","No Data","No Data","No Data","No Data","No Data","33 - FAILED TO YIELD RIGHT OF WAY - OPEN INTERSECTION","No Data","0","3 - PEDALCYCLIST","No Data","57","0","H - HISPANIC","2 - FEMALE","99 - UNKNOWN IF WORN","A - SUSPECTED SERIOUS INJURY","1","3 - PEDALCYCLIST"
"14856796","false","ALLEN","2016-01-04","0","A - SUSPECTED SERIOUS INJURY","2016","0","N/A","NO DATA","NON INTERSECTION","33.12079915","-96.65426919","30","BETHLEHEM RD","1502","No Data","No Data","No Data","No Data","97 - NOT APPLICABLE","No Data","No Data","0","1 - MOTOR VEHICLE","No","18","0","W - WHITE","1 - MALE","97 - NOT APPLICABLE","N - NOT INJURED","1","1 - DRIVER"
"14856796","false","ALLEN","2016-01-04","0","A - SUSPECTED SERIOUS INJURY","2016","0","N/A","NO DATA","NON INTERSECTION","33.12079915","-96.65426919","30","BETHLEHEM RD","1502","34 - FAILED TO YIELD RIGHT OF WAY - PRIVATE DRIVE","No Data","No Data","No Data","No Data","No Data","No Data","0","3 - PEDALCYCLIST","No Data","10","0","W - WHITE","1 - MALE","1 - NOT WORN","A - SUSPECTED SERIOUS INJURY","1","3 - PEDALCYCLIST"
"14850422","true","BROWNSVILLE","2016-01-07","0","A - SUSPECTED SERIOUS INJURY","2016","0","N/A","NO DATA","NON INTERSECTION","No Data","No Data","15","SH0048","NO DATA","No Data","No Data","No Data","No Data","97 - NOT APPLICABLE","No Data","No Data","0","1 - MOTOR VEHICLE","No","28","0","H - HISPANIC","2 - FEMALE","97 - NOT APPLICABLE","N - NOT INJURED","1","1 - DRIVER"
"14850422","true","BROWNSVILLE","2016-01-07","0","A - SUSPECTED SERIOUS INJURY","2016","0","N/A","NO DATA","NON INTERSECTION","No Data","No Data","15","SH0048","NO DATA","No Data","No Data","No Data","No Data","No Data","No Data","No Data","0","3 - PEDALCYCLIST","No Data","55","0","H - HISPANIC","1 - MALE","1 - NOT WORN","A - SUSPECTED SERIOUS INJURY","1","3 - PEDALCYCLIST"
"14852242","true","SAN ANTONIO","2016-01-08","0","A - SUSPECTED SERIOUS INJURY","2016","0","HAYS ST","NO DATA","INTERSECTION","29.43019497","-98.46404232","30","ST CHARLES ST","398","No Data","No Data","No Data","No Data","97 - NOT APPLICABLE","No Data","No Data","0","1 - MOTOR VEHICLE","No","76","0","H - HISPANIC","1 - MALE","97 - NOT APPLICABLE","N - NOT INJURED","1","1 - DRIVER"
"14852242","true","SAN ANTONIO","2016-01-08","0","A - SUSPECTED SERIOUS INJURY","2016","0","HAYS ST","NO DATA","INTERSECTION","29.43019497","-98.46404232","30","ST CHARLES ST","398","16 - DISREGARD STOP SIGN OR LIGHT","29 - FAILED TO STOP AT PROPER PLACE","No Data","No Data","No Data","No Data","No Data","0","3 - PEDALCYCLIST","No Data","21","0","H - HISPANIC","2 - FEMALE","1 - NOT WORN","A - SUSPECTED SERIOUS INJURY","1","3 - PEDALCYCLIST"
"14861338","true","COPPELL","2016-01-09","0","A - SUSPECTED SERIOUS INJURY","2016","0","ROLLING HILLS RD","NO DATA","INTERSECTION","32.95991423","-96.98198251","30","E BETHEL SCHOOL RD","419","35 - FAILED TO YIELD RIGHT OF WAY - STOP SIGN","No Data","No Data","No Data","97 - NOT APPLICABLE","No Data","No Data","0","1 - MOTOR VEHICLE","No","48","0","H - HISPANIC","1 - MALE","97 - NOT APPLICABLE","N - NOT INJURED","1","1 - DRIVER"
"14861338","true","COPPELL","2016-01-09","0","A - SUSPECTED SERIOUS INJURY","2016","0","ROLLING HILLS RD","NO DATA","INTERSECTION","32.95991423","-96.98198251","30","E BETHEL SCHOOL RD","419","No Data","No Data","No Data","No Data","No Data","No Data","No Data","0","3 - PEDALCYCLIST","No Data","58","0","W - WHITE","2 - FEMALE","2 - WORN, DAMAGED","A - SUSPECTED SERIOUS INJURY","1","3 - PEDALCYCLIST"
"14861338","true","COPPELL","2016-01-09","0","A - SUSPECTED SERIOUS INJURY","2016","0","ROLLING HILLS RD","NO DATA","INTERSECTION","32.95991423","-96.98198251","30","E BETHEL SCHOOL RD","419","No Data","No Data","No Data","No Data","No Data","No Data","No Data","0","3 - PEDALCYCLIST","No Data","24","0","W - WHITE","1 - MALE","2 - WORN, DAMAGED","N - NOT INJURED","1","3 - PEDALCYCLIST"
"14857839","false","COPPELL","2016-01-11","1","K - FATAL INJURY","2016","1","FREEPORT PKWY","NO DATA","INTERSECTION RELATED","32.95476539","-97.0109207","40","W BETHEL RD","NO DATA","No Data","No Data","No Data","No Data","97 - NOT APPLICABLE","No Data","No Data","0","1 - MOTOR VEHICLE","No","52","0","B - BLACK","1 - MALE","97 - NOT APPLICABLE","N - NOT INJURED","1","1 - DRIVER"
"14857839","false","COPPELL","2016-01-11","1","K - FATAL INJURY","2016","1","FREEPORT PKWY","NO DATA","INTERSECTION RELATED","32.95476539","-97.0109207","40","W BETHEL RD","NO DATA","4 - CHANGED LANE WHEN UNSAFE","No Data","No Data","No Data","No Data","No Data","No Data","1","3 - PEDALCYCLIST","No Data","64","1","W - WHITE","1 - MALE","2 - WORN, DAMAGED","K - FATAL INJURY","1","3 - PEDALCYCLIST"
"14859731","true","AUSTIN","2016-01-12","0","A - SUSPECTED SERIOUS INJURY","2016","0","US0183","NO DATA","INTERSECTION RELATED","30.32180821","-97.68449737","30","US0290","NO DATA","No Data","No Data","No Data","No Data","97 - NOT APPLICABLE","No Data","No Data","0","1 - MOTOR VEHICLE","No","34","0","W - WHITE","1 - MALE","97 - NOT APPLICABLE","N - NOT INJURED","1","1 - DRIVER"
"14859731","true","AUSTIN","2016-01-12","0","A - SUSPECTED SERIOUS INJURY","2016","0","US0183","NO DATA","INTERSECTION RELATED","30.32180821","-97.68449737","30","US0290","NO DATA","No Data","No Data","No Data","No Data","No Data","No Data","No Data","0","3 - PEDALCYCLIST","No Data","63","0","W - WHITE","1 - MALE","1 - NOT WORN","A - SUSPECTED SERIOUS INJURY","1","3 - PEDALCYCLIST"
"14859930","false","HOUSTON","2016-01-12","0","A - SUSPECTED SERIOUS INJURY","2016","0","S BRAESWOOD BLVD","NO DATA","INTERSECTION RELATED","29.67766607","-95.49351064","35","HILLCROFT ST","NO DATA","No Data","No Data","No Data","No Data","97 - NOT APPLICABLE","No Data","No Data","0","1 - MOTOR VEHICLE","No","No Data","0","B - BLACK","1 - MALE","97 - NOT APPLICABLE","N - NOT INJURED","1","1 - DRIVER"
"14859930","false","HOUSTON","2016-01-12","0","A - SUSPECTED SERIOUS INJURY","2016","0","S BRAESWOOD BLVD","NO DATA","INTERSECTION RELATED","29.67766607","-95.49351064","35","HILLCROFT ST","NO DATA","33 - FAILED TO YIELD RIGHT OF WAY - OPEN INTERSECTION","No Data","No Data","No Data","No Data","No Data","No Data","0","3 - PEDALCYCLIST","No Data","38","0","W - WHITE","1 - MALE","1 - NOT WORN","A - SUSPECTED SERIOUS INJURY","1","3 - PEDALCYCLIST"
"14861088","false","KILLEEN","2016-01-12","1","K - FATAL INJURY","2016","1","N/A","NO DATA","NON INTERSECTION","31.0899115","-97.71780982","45","IH0014","NO DATA","No Data","No Data","No Data","No Data","97 - NOT APPLICABLE","No Data","No Data","0","1 - MOTOR VEHICLE","No","25","0","W - WHITE","2 - FEMALE","97 - NOT APPLICABLE","N - NOT INJURED","1","1 - DRIVER"
"14861088","false","KILLEEN","2016-01-12","1","K - FATAL INJURY","2016","1","N/A","NO DATA","NON INTERSECTION","31.0899115","-97.71780982","45","IH0014","NO DATA","37 - FAILED TO YIELD RIGHT OF WAY - TURNING LEFT","No Data","No Data","No Data","No Data","No Data","No Data","1","3 - PEDALCYCLIST","No Data","79","1","W - WHITE","1 - MALE","1 - NOT WORN","K - FATAL INJURY","1","3 - PEDALCYCLIST"
"14863653","true","SAN ANTONIO","2016-01-13","0","A - SUSPECTED SERIOUS INJURY","2016","0","WILLARD DR","NO DATA","INTERSECTION RELATED","29.46543854","-98.565852","40","SS0421","NO DATA","20 - DRIVER INATTENTION","No Data","No Data","No Data","97 - NOT APPLICABLE","No Data","No Data","0","1 - MOTOR VEHICLE","No","52","0","H - HISPANIC","1 - MALE","97 - NOT APPLICABLE","N - NOT INJURED","1","1 - DRIVER"
"14863653","true","SAN ANTONIO","2016-01-13","0","A - SUSPECTED SERIOUS INJURY","2016","0","WILLARD DR","NO DATA","INTERSECTION RELATED","29.46543854","-98.565852","40","SS0421","NO DATA","No Data","No Data","No Data","No Data","No Data","No Data","No Data","0","3 - PEDALCYCLIST","No Data","44","0","W - WHITE","1 - MALE","1 - NOT WORN","A - SUSPECTED SERIOUS INJURY","1","3 - PEDALCYCLIST"
"15204160","false","ROWLETT","2016-01-13","0","A - SUSPECTED SERIOUS INJURY","2016","0","N/A","NO DATA","NON INTERSECTION","32.92924984","-96.5528977","50","PRESIDENT GEORGE BUSH HWY","NO DATA","61 - SPEEDING - (OVERLIMIT)","20 - DRIVER INATTENTION","41 - FAULTY EVASIVE ACTION","No Data","97 - NOT APPLICABLE","No Data","No Data","0","1 - MOTOR VEHICLE","Yes","43","0","W - WHITE","2 - FEMALE","97 - NOT APPLICABLE","N - NOT INJURED","1","1 - DRIVER"
"15204160","false","ROWLETT","2016-01-13","0","A - SUSPECTED SERIOUS INJURY","2016","0","N/A","NO DATA","NON INTERSECTION","32.92924984","-96.5528977","50","PRESIDENT GEORGE BUSH HWY","NO DATA","No Data","No Data","No Data","No Data","No Data","98 - OTHER (EXPLAIN IN NARRATIVE)","No Data","0","3 - PEDALCYCLIST","No Data","16","0","B - BLACK","1 - MALE","1 - NOT WORN","A - SUSPECTED SERIOUS INJURY","1","3 - PEDALCYCLIST"
"14870605","true","FORT WORTH","2016-01-14","0","A - SUSPECTED SERIOUS INJURY","2016","0","GRAND GULF RD","NO DATA","INTERSECTION RELATED","32.61145431","-97.36245244","30","CLARKS MILL LN","2699","63 - TURNED IMPROPERLY - CUT CORNER ON LEFT","No Data","No Data","No Data","97 - NOT APPLICABLE","No Data","No Data","0","1 - MOTOR VEHICLE","No","24","0","W - WHITE","2 - FEMALE","97 - NOT APPLICABLE","N - NOT INJURED","1","1 - DRIVER"
"14870605","true","FORT WORTH","2016-01-14","0","A - SUSPECTED SERIOUS INJURY","2016","0","GRAND GULF RD","NO DATA","INTERSECTION RELATED","32.61145431","-97.36245244","30","CLARKS MILL LN","2699","No Data","No Data","No Data","No Data","No Data","No Data","No Data","0","3 - PEDALCYCLIST","No Data","62","0","W - WHITE","1 - MALE","3 - WORN, NOT DAMAGED","A - SUSPECTED SERIOUS INJURY","1","3 - PEDALCYCLIST"
"14864296","true","SAN ANTONIO","2016-01-15","0","A - SUSPECTED SERIOUS INJURY","2016","0","PENDLETON AVE","NO DATA","INTERSECTION","29.4043829","-98.51104107","45","IH0035","NO DATA","No Data","No Data","No Data","No Data","97 - NOT APPLICABLE","No Data","No Data","0","1 - MOTOR VEHICLE","No","55","0","H - HISPANIC","2 - FEMALE","97 - NOT APPLICABLE","N - NOT INJURED","1","1 - DRIVER"
"14864296","true","SAN ANTONIO","2016-01-15","0","A - SUSPECTED SERIOUS INJURY","2016","0","PENDLETON AVE","NO DATA","INTERSECTION","29.4043829","-98.51104107","45","IH0035","NO DATA","No Data","No Data","No Data","No Data","97 - NOT APPLICABLE","No Data","No Data","0","1 - MOTOR VEHICLE","No","57","0","H - HISPANIC","1 - MALE","97 - NOT APPLICABLE","N - NOT INJURED","2","2 - PASSENGER/OCCUPANT"
"14864296","true","SAN ANTONIO","2016-01-15","0","A - SUSPECTED SERIOUS INJURY","2016","0","PENDLETON AVE","NO DATA","INTERSECTION","29.4043829","-98.51104107","45","IH0035","NO DATA","No Data","No Data","No Data","No Data","97 - NOT APPLICABLE","No Data","No Data","0","1 - MOTOR VEHICLE","No","6","0","H - HISPANIC","1 - MALE","97 - NOT APPLICABLE","N - NOT INJURED","3","2 - PASSENGER/OCCUPANT"
"14864296","true","SAN ANTONIO","2016-01-15","0","A - SUSPECTED SERIOUS INJURY","2016","0","PENDLETON AVE","NO DATA","INTERSECTION","29.4043829","-98.51104107","45","IH0035","NO DATA","No Data","No Data","No Data","No Data","97 - NOT APPLICABLE","No Data","No Data","0","1 - MOTOR VEHICLE","No","5","0","H - HISPANIC","2 - FEMALE","97 - NOT APPLICABLE","N - NOT INJURED","4","2 - PASSENGER/OCCUPANT"
"14864296","true","SAN ANTONIO","2016-01-15","0","A - SUSPECTED SERIOUS INJURY","2016","0","PENDLETON AVE","NO DATA","INTERSECTION","29.4043829","-98.51104107","45","IH0035","NO DATA","20 - DRIVER INATTENTION","16 - DISREGARD STOP SIGN OR LIGHT","No Data","No Data","No Data","No Data","No Data","0","3 - PEDALCYCLIST","No Data","56","0","H - HISPANIC","1 - MALE","1 - NOT WORN","A - SUSPECTED SERIOUS INJURY","1","3 - PEDALCYCLIST"
"14864732","false","NORTH RICHLAND HILLS","2016-01-15","0","A - SUSPECTED SERIOUS INJURY","2016","0","N/A","NO DATA","NON INTERSECTION","No Data","No Data","30","MAPLEWOOD AVE","NO DATA","98 - OTHER (EXPLAIN IN NARRATIVE)","No Data","No Data","No Data","97 - NOT APPLICABLE","No Data","No Data","0","1 - MOTOR VEHICLE","No","32","0","W - WHITE","2 - FEMALE","97 - NOT APPLICABLE","N - NOT INJURED","1","1 - DRIVER"
"14864732","false","NORTH RICHLAND HILLS","2016-01-15","0","A - SUSPECTED SERIOUS INJURY","2016","0","N/A","NO DATA","NON INTERSECTION","No Data","No Data","30","MAPLEWOOD AVE","NO DATA","No Data","No Data","No Data","No Data","No Data","No Data","No Data","0","3 - PEDALCYCLIST","No Data","9","0","B - BLACK","1 - MALE","1 - NOT WORN","A - SUSPECTED SERIOUS INJURY","1","3 - PEDALCYCLIST"
"14874540","false","SAN ANTONIO","2016-01-15","1","K - FATAL INJURY","2016","1","N/A","NO DATA","NON INTERSECTION","29.41275608","-98.60569087","45","W OLD US HIGHWAY 90","5927","No Data","No Data","No Data","No Data","97 - NOT APPLICABLE","98 - OTHER (EXPLAIN IN NARRATIVE)","No Data","0","1 - MOTOR VEHICLE","No","24","0","H - HISPANIC","1 - MALE","97 - NOT APPLICABLE","N - NOT INJURED","1","1 - DRIVER"
"14874540","false","SAN ANTONIO","2016-01-15","1","K - FATAL INJURY","2016","1","N/A","NO DATA","NON INTERSECTION","29.41275608","-98.60569087","45","W OLD US HIGHWAY 90","5927","98 - OTHER (EXPLAIN IN NARRATIVE)","No Data","No Data","No Data","No Data","No Data","No Data","1","3 - PEDALCYCLIST","No Data","23","0","H - HISPANIC","1 - MALE","1 - NOT WORN","A - SUSPECTED SERIOUS INJURY","1","3 - PEDALCYCLIST"
"14874540","false","SAN ANTONIO","2016-01-15","1","K - FATAL INJURY","2016","1","N/A","NO DATA","NON INTERSECTION","29.41275608","-98.60569087","45","W OLD US HIGHWAY 90","5927","98 - OTHER (EXPLAIN IN NARRATIVE)","No Data","No Data","No Data","No Data","No Data","No Data","1","3 - PEDALCYCLIST","No Data","26","1","W - WHITE","2 - FEMALE","1 - NOT WORN","K - FATAL INJURY","2","3 - PEDALCYCLIST"
"14889651","false","OUTSIDE CITY LIMITS","2016-01-15","1","K - FATAL INJURY","2016","1","N/A","NO DATA","NON INTERSECTION","30.4237519","-94.94917299","35","CR2176","1763","No Data","No Data","No Data","No Data","97 - NOT APPLICABLE","48 - IMPAIRED VISIBILITY (EXPLAIN IN NARRATIVE)","No Data","0","1 - MOTOR VEHICLE","No","23","0","W - WHITE","1 - MALE","97 - NOT APPLICABLE","N - NOT INJURED","1","1 - DRIVER"
"14889651","false","OUTSIDE CITY LIMITS","2016-01-15","1","K - FATAL INJURY","2016","1","N/A","NO DATA","NON INTERSECTION","30.4237519","-94.94917299","35","CR2176","1763","No Data","No Data","No Data","No Data","No Data","No Data","No Data","1","3 - PEDALCYCLIST","No Data","69","1","W - WHITE","1 - MALE","1 - NOT WORN","K - FATAL INJURY","1","3 - PEDALCYCLIST"
"14865166","false","PALESTINE","2016-01-17","0","A - SUSPECTED SERIOUS INJURY","2016","0","N/A","NO DATA","NON INTERSECTION","31.75665272","-95.6481249","45","US0079","1540","No Data","No Data","No Data","No Data","99 - UNKNOWN","No Data","No Data","0","1 - MOTOR VEHICLE","No","40","0","W - WHITE","1 - MALE","97 - NOT APPLICABLE","N - NOT INJURED","1","1 - DRIVER"
"14865166","false","PALESTINE","2016-01-17","0","A - SUSPECTED SERIOUS INJURY","2016","0","N/A","NO DATA","NON INTERSECTION","31.75665272","-95.6481249","45","US0079","1540","23 - FAILED TO DRIVE IN SINGLE LANE","No Data","No Data","No Data","No Data","20 - DRIVER INATTENTION","No Data","0","3 - PEDALCYCLIST","No Data","54","0","B - BLACK","1 - MALE","1 - NOT WORN","A - SUSPECTED SERIOUS INJURY","1","3 - PEDALCYCLIST"
"14883747","false","LANCASTER","2016-01-18","0","A - SUSPECTED SERIOUS INJURY","2016","0","N/A","NO DATA","NON INTERSECTION","32.59463734","-96.78017621","30","LONG BRANCH DR","1292","No Data","No Data","No Data","No Data","97 - NOT APPLICABLE","No Data","No Data","0","1 - MOTOR VEHICLE","No","38","0","B - BLACK","2 - FEMALE","97 - NOT APPLICABLE","N - NOT INJURED","1","1 - DRIVER"
"14883747","false","LANCASTER","2016-01-18","0","A - SUSPECTED SERIOUS INJURY","2016","0","N/A","NO DATA","NON INTERSECTION","32.59463734","-96.78017621","30","LONG BRANCH DR","1292","34 - FAILED TO YIELD RIGHT OF WAY - PRIVATE DRIVE","No Data","No Data","No Data","No Data","No Data","No Data","0","3 - PEDALCYCLIST","No Data","12","0","B - BLACK","1 - MALE","1 - NOT WORN","A - SUSPECTED SERIOUS INJURY","1","3 - PEDALCYCLIST"
"14895144","false","HOUSTON","2016-01-19","0","A - SUSPECTED SERIOUS INJURY","2016","0","AFTON ST","NO DATA","INTERSECTION","29.79448118","-95.46497335","35","WESTVIEW DR","NO DATA","No Data","No Data","No Data","No Data","97 - NOT APPLICABLE","No Data","No Data","0","1 - MOTOR VEHICLE","No","63","0","W - WHITE","2 - FEMALE","97 - NOT APPLICABLE","N - NOT INJURED","1","1 - DRIVER"
"14895144","false","HOUSTON","2016-01-19","0","A - SUSPECTED SERIOUS INJURY","2016","0","AFTON ST","NO DATA","INTERSECTION","29.79448118","-95.46497335","35","WESTVIEW DR","NO DATA","No Data","No Data","No Data","No Data","No Data","70 - WRONG SIDE - NOT PASSING","No Data","0","3 - PEDALCYCLIST","No Data","53","0","W - WHITE","1 - MALE","4 - WORN, UNK DAMAGE","A - SUSPECTED SERIOUS INJURY","1","3 - PEDALCYCLIST"
"14884358","false","LAKE DALLAS","2016-01-20","0","A - SUSPECTED SERIOUS INJURY","2016","0","N/A","NO DATA","NON INTERSECTION","33.12981634","-97.03483051","35","SWISHER RD","231","98 - OTHER (EXPLAIN IN NARRATIVE)","No Data","No Data","No Data","97 - NOT APPLICABLE","No Data","No Data","0","1 - MOTOR VEHICLE","No","51","0","W - WHITE","1 - MALE","97 - NOT APPLICABLE","N - NOT INJURED","1","1 - DRIVER"
"14884358","false","LAKE DALLAS","2016-01-20","0","A - SUSPECTED SERIOUS INJURY","2016","0","N/A","NO DATA","NON INTERSECTION","33.12981634","-97.03483051","35","SWISHER RD","231","20 - DRIVER INATTENTION","76 - CELL/MOBILE DEVICE USE - OTHER","No Data","No Data","No Data","No Data","No Data","0","3 - PEDALCYCLIST","No Data","53","0","W - WHITE","1 - MALE","1 - NOT WORN","A - SUSPECTED SERIOUS INJURY","1","3 - PEDALCYCLIST"
"14880603","false","HALTOM CITY","2016-01-25","0","A - SUSPECTED SERIOUS INJURY","2016","0","BANNER DR","NO DATA","INTERSECTION","32.85395538","-97.26710175","30","HUDDLESTON ST","5611","68 - INTOXICATED - DRUG","No Data","No Data","2 - NEGATIVE","1 - POSITIVE","No Data","No Data","0","1 - MOTOR VEHICLE","No","77","0","W - WHITE","1 - MALE","97 - NOT APPLICABLE","N - NOT INJURED","1","1 - DRIVER"
"14880603","false","HALTOM CITY","2016-01-25","0","A - SUSPECTED SERIOUS INJURY","2016","0","BANNER DR","NO DATA","INTERSECTION","32.85395538","-97.26710175","30","HUDDLESTON ST","5611","98 - OTHER (EXPLAIN IN NARRATIVE)","No Data","No Data","No Data","No Data","No Data","No Data","0","3 - PEDALCYCLIST","No Data","9","0","H - HISPANIC","1 - MALE","1 - NOT WORN","A - SUSPECTED SERIOUS INJURY","1","3 - PEDALCYCLIST"
"14918269","false","HOUSTON","2016-01-25","1","K - FATAL INJURY","2016","1","IH0610","NO DATA","INTERSECTION RELATED","29.72363409","-95.49140328","45","IH0069","NO DATA","98 - OTHER (EXPLAIN IN NARRATIVE)","No Data","No Data","No Data","97 - NOT APPLICABLE","No Data","No Data","0","1 - MOTOR VEHICLE","Yes","No Data","0","99 - UNKNOWN","99 - UNKNOWN","97 - NOT APPLICABLE","99 - UNKNOWN","1","1 - DRIVER"
"14918269","false","HOUSTON","2016-01-25","1","K - FATAL INJURY","2016","1","IH0610","NO DATA","INTERSECTION RELATED","29.72363409","-95.49140328","45","IH0069","NO DATA","98 - OTHER (EXPLAIN IN NARRATIVE)","No Data","No Data","No Data","No Data","45 - HAD BEEN DRINKING","68 - INTOXICATED - DRUG","1","3 - PEDALCYCLIST","No Data","52","1","H - HISPANIC","1 - MALE","1 - NOT WORN","K - FATAL INJURY","1","3 - PEDALCYCLIST"
"14886518","true","EAGLE PASS","2016-01-27","0","A - SUSPECTED SERIOUS INJURY","2016","0","RIO GRANDE ST","NO DATA","INTERSECTION RELATED","28.70719518","-100.49771185","30","N PIERCE ST","198","20 - DRIVER INATTENTION","No Data","No Data","No Data","97 - NOT APPLICABLE","No Data","No Data","0","1 - MOTOR VEHICLE","No","24","0","H - HISPANIC","2 - FEMALE","97 - NOT APPLICABLE","N - NOT INJURED","1","1 - DRIVER"
"14886518","true","EAGLE PASS","2016-01-27","0","A - SUSPECTED SERIOUS INJURY","2016","0","RIO GRANDE ST","NO DATA","INTERSECTION RELATED","28.70719518","-100.49771185","30","N PIERCE ST","198","No Data","No Data","No Data","No Data","No Data","No Data","No Data","0","3 - PEDALCYCLIST","No Data","73","0","H - HISPANIC","1 - MALE","1 - NOT WORN","A - SUSPECTED SERIOUS INJURY","1","3 - PEDALCYCLIST"
"14895913","false","PFLUGERVILLE","2016-01-27","0","A - SUSPECTED SERIOUS INJURY","2016","0","N/A","NO DATA","DRIVEWAY ACCESS","30.4478451","-97.65397422","50","FM1825","2529","34 - FAILED TO YIELD RIGHT OF WAY - PRIVATE DRIVE","No Data","No Data","No Data","97 - NOT APPLICABLE","No Data","No Data","0","1 - MOTOR VEHICLE","No","58","0","H - HISPANIC","1 - MALE","97 - NOT APPLICABLE","N - NOT INJURED","1","1 - DRIVER"
"14895913","false","PFLUGERVILLE","2016-01-27","0","A - SUSPECTED SERIOUS INJURY","2016","0","N/A","NO DATA","DRIVEWAY ACCESS","30.4478451","-97.65397422","50","FM1825","2529","No Data","No Data","No Data","No Data","No Data","No Data","No Data","0","3 - PEDALCYCLIST","No Data","19","0","W - WHITE","2 - FEMALE","1 - NOT WORN","A - SUSPECTED SERIOUS INJURY","1","3 - PEDALCYCLIST"
"14889145","true","ABILENE","2016-01-29","1","K - FATAL INJURY","2016","1","GRAPE ST","NO DATA","INTERSECTION","32.46802444","-99.73986185","35","GRAPE ST","1599","No Data","No Data","No Data","No Data","97 - NOT APPLICABLE","No Data","No Data","0","1 - MOTOR VEHICLE","No","56","0","W - WHITE","1 - MALE","97 - NOT APPLICABLE","N - NOT INJURED","1","1 - DRIVER"
"14889145","true","ABILENE","2016-01-29","1","K - FATAL INJURY","2016","1","GRAPE ST","NO DATA","INTERSECTION","32.46802444","-99.73986185","35","GRAPE ST","1599","No Data","No Data","No Data","No Data","97 - NOT APPLICABLE","No Data","No Data","0","1 - MOTOR VEHICLE","No","34","0","H - HISPANIC","1 - MALE","97 - NOT APPLICABLE","N - NOT INJURED","2","2 - PASSENGER/OCCUPANT"
